,제목,작가,장르,무료공개,완결,기다무,총회차,좋아요수,성인,키워드,소개,평균별점,구매자수,전체리뷰수,별점평가자수,함께_작품들,novelindex,가중평균,링크,썸네일
652,"진홍의 왕, 칠흑의 세계",아리엔카,현대물,5,TRUE,TRUE,173,1117,TRUE,"'복수', '첫사랑', '초월적존재', '상처남', '순정남', '동정남', '다정남', '절륜남', '절륜녀', '순진녀', '능글남', '왕족', '귀족', '재벌남', '역하렘', '소유욕', '독점욕', '질투', '능력남', '집착남', '후회녀', '성장물', '피폐물', '하드코어', '고수위'",너에게는 서큐버스의 피가 흐르고 있단다 실연에 슬퍼하고 있던 세오에게 주어진 선택지는 뿌리칠 수 없을 만큼 달콤했다 결국 세오는 개화된 자신의 능력으로 짝사랑하던 사람을 홀려 연애를 시작한다 원래라면 자신을 거들어 보지도 않았을 사람이 퍼붓는 맹목적인 사랑을 받으며 세오는 행복했다 앞으로도 쭉 행복해질 수 있을 것만 같았다 그 사랑이 어디까지 치달을지 짐작조차 하지 못한 채 자신이 지금 잔혹한 운명의 소용돌이에 발을 디뎌 버렸다는 사실 또한 알지 못한 채 한때는 평범했던 누군가의 잔혹연애담 작중 강제적 관계 묘사가 포함되어 있습니다,4.1,141,149,248,"'악역의 사촌으로 살아남기', '붉은 낙인', '헤이망드의 핏줄', '유혹의 늪', '이나의 밤', '당신 하나만을 위한 꽃들이 피다', '터치 미 리드 미', '붉은 짐승', '속박은 짙게', '뱀의 방식', '공작님, 파혼해 주세요!', '귀부인과 두 남자', '나랑 한번만 해요, 그거', '여의주를 훔치는 방법', '육식주의', '사랑하는 나의 대공전하', '너와 나의 숨결 사이', '나의 신에게', '내 밑에서 울어봐, 주인님'",652,3.897264074,https://ridibooks.com/books/2155010798?_rdt_sid=category-books&_rdt_idx=15,https://img.ridicdn.net/cover/2155010798/xxlarge#1
653,터치 미 리드 미,취록옥,판타지물,7,TRUE,TRUE,80,702,TRUE,"'서양풍', '첫사랑', '순정남', '절륜남', '왕족', '귀족', '달달물', '초능력', '계약연애', '결혼', '동정녀', '추리', '미스터리', '스릴러', '고수위'",대륙의 보석 이라 칭송받던 윈체스터 대공비가 죽었다 온 대륙이 발칵 뒤집힐 소식이었지만 케이트와는 큰 상관이 없는 일이었다 아니 그럴 거라 생각했다 황자가 그녀를 찾아오기 전까지는 진상을 조사하는 데에 그대의 능력이 필요하다 참 영광스러운 말씀이신데요 대체 조사와 약혼이 무슨 관계죠 황자와 함께 그의 약혼녀로서 윈체스터 공국으로 간 케이트의 침실로 밤마다 뜻하지 않은 방문객이 찾아든다 아읏 더 흐응 세게,4.1,48,65,118,"'폭발적인 사랑', '속박은 짙게', '沙風(사풍)', '헤이망드의 핏줄', '썸머 로드', '사랑하는 나의 대공전하', '나랑 한번만 해요, 그거', '돌아올 수 없는', '공작님, 파혼해 주세요!', '누구세요. 노예님?', '별나게 묘하게', '유혹의 늪', '이나의 밤', '원작은 내 이야기가 아니었다', '죽도록 너를', '나의 특별한 호위무사'",653,3.846870823,https://ridibooks.com/books/102070918?_rdt_sid=category-books&_rdt_idx=16,https://img.ridicdn.net/cover/102070918/xxlarge#1
654,만월의 아스모데우스,광승은,현대물,4,TRUE,TRUE,90,2480,TRUE,"'나이차커플', '나쁜남자', '동정남', '연하남', '순진녀', '초능력', '외국인', '혼혈', '소유욕', '독점욕', '질투', '집착남', '평범녀', '동정녀', '추리', '미스터리', '스릴러', '피폐물', '하드코어'",이 작품의 내용은 전부 픽션입니다 실제 인물 단체 사건 등과 전혀 관계없습니다 이 작품에는 감금 강제적 관계 등 호불호가 갈리는 키워드가 포함되어 있습니다 구매에 참고해주시기 바랍니다 현대물 판타지물 초능력 외국인 나이차커플 소유욕 나쁜남자 동정남 연하남 집착남 소심녀 평범녀 애정결핍녀 동정녀 스릴러 피폐물 하드코어 한국인 입양아 사라는 어릴 적 스미스 부부에게 입양되어 정서적 학대를 받으며 자라왔다 사라는 운이 나빴다 옮겨 다닌 직장만 열아홉 군데 가는 곳마다 회사가 망하거나 좋지 않은 일이 생겨 오래 다니질 못했다 연애 운도 나빴다 남자들은 항상 먼저 약속을 깨거나 다른 여자를 만났고 그런 게 아니면 사기꾼 같은 나쁜 놈들뿐이었다 사라는 서른을 앞둔 나이가 되고도 남자 친구 한 번 제대로 사귀어 보질 못했다 양부모가 사는 시골 마을 레드우드로 돌아온 사라 그녀를 기다리고 있던 아름다운 소년 토미 내 눈 밖으로 벗어나려고 하니까 벌을 내린 거야 그러니까 이리 와요 당신을 행복하게 만들어 줄 수 있는 건 나뿐이야 성년을 앞둔 아름다운 악마가 깨어난다 사라 당신이 위험해요 토미가 눈치채기 전에 어서 도망쳐요 토미는 점차 욕망을 드러내며 그녀를 옥죄어 가는데 사라는 그의 손길에서 벗어날 수 있을까,4.4,202,229,654,"'진홍의 왕, 칠흑의 세계', '열어요', '이엘라', '세크레타', '늪 속의 불', '벗어나기 애매한', '총독의 신부', '옆집에는 호랑이가 산다', '투명한 비밀', '붉은 짐승', '고, 백(Go, Back)', '마녀와 그레텔', '현자를 위한 네 심장', '벨 브론즈', '너와 나의 숨결 사이', '내 밑에서 울어봐, 주인님', '나쁜 짓', '흑요의 정원', '폭군론'",654,4.160258206,https://ridibooks.com/books/809016071?_rdt_sid=category-books&_rdt_idx=17,https://img.ridicdn.net/cover/809016071/xxlarge#1
655,결혼식장에서 남편을 바꿨다,홍유라,판타지물,3,TRUE,TRUE,112,1336,TRUE,"'정략결혼', '계략남', '왕족', '귀족', '라이벌', '앙숙', '선결혼후연애', '능력남', '사이다녀', '외유내강'",결혼식 사흘 전 약혼자가 다른 여자와 바람났다 그것도 모자라 그 내연녀를 결혼식 축가로 세웠다 축가를 부르는 약혼자의 내연녀와 그녀를 아련하게 바라보는 약혼자를 보며 마침내 깨달았다 이 결혼 도저히 못 해 먹겠다고 나는 멀뚱히 나를 바라보는 주례와 하객들을 향해 또렷하게 선언했다 저 못 하겠습니다 이 결혼 싸늘하게 식은 분위기를 박차고 나가려는 순간 이미 개판이 된 결혼식장 한가운데서 그가 벌떡 일어났다 그럼 나랑 해 결혼 미쳤어요 남의 결혼식에 이게 무슨 난장이에요 남의 결혼식은 방금 끝났고 이젠 내 결혼식이지 그런데 결혼식을 엎자마자 청혼을 받았다 아니 왜 이러세요 우리가 언제부터 알콩달콩한 사이였다고,3.8,1209,1277,1525,"'야수라는 공작에게 시집왔는데', '악역의 사촌으로 살아남기', '결혼의 이유', '들키면 죽습니다!', '사랑받기 원하지 않는다', '금수의 붉은 달', '사랑하는 나의 대공전하', '돌아올 수 없는', '공작님, 파혼해 주세요!', '시한부 악녀가 복수하는 방법', '길들여진 상속녀', '원수와의 계약 결혼', '브렐린 : 작가는 시한부 악역의 삶을 산다', '우아한 야만의 바다', '극락신선'",655,3.794359295,https://ridibooks.com/books/2901001765?_rdt_sid=category-books&_rdt_idx=18,https://img.ridicdn.net/cover/2901001765/xxlarge#1
656,결혼을 앓다,요안나(유아나),현대물,3,TRUE,TRUE,67,2082,TRUE,"'메디컬', '첫사랑', '재회물', '상처남', '순정남', '후회남', '다정남', '절륜남', '상처녀', '오해', '능글남', '전문직', '권선징악', '소유욕', '독점욕', '질투', '운명적사랑', '뇌섹남', '능력남', '집착남', '능력녀', '다정녀', '순정녀', '고수위'",스물다섯 여름 그와 꿈같이 결혼했고 스물여섯 겨울 그와 악몽처럼 이별했다 사랑의 생멸을 함께한 이들의 불장난 같은 하룻밤 다른 여자 품이 더 좋다며 이별을 고했던 남자가 단죄를 바라는 눈빛으로 다가온다 기다릴게 일주일을 생각했는데도 안 바뀌었나 봐 그는 녹음처럼 싱그럽게 웃으며 긍정했다 그럼 일주일만 다시 생각해 보고 와 언뜻 내비치는 그의 자신감이 우스웠다 일주일씩 미룰 작정이야 낮게 가다듬은 그의 목소리가 조용히 울렸다 그럼 일주일에 한 번씩은 정다인 얼굴 볼 수 있는 거네 죄인 심장이 그의 손아귀에 놓인 듯 아프다 너밖엔 없었어 다인아 최악을 피하려 선택한 차악으로 일그러진 날들 이혼 후 5년 우리는 여전히 서로를 앓고 있었다,4.4,580,708,1072,"'태연한 거짓말', '고, 백(Go, Back)', '가짜 남편', '인 더 케이지(In the CAGE)', '호희비사', '마른 장마', '아폴론의 심장', '달뜨는 밤', '이상 기후', '沙風(사풍)', '세크레타', '베스트 맨', '더티스캔들', '위험한', '금단의 꽃', '담당자의 재량', '사육제', '스테이, 마이 디어(Stay, My Dear)'",656,4.228106595,https://ridibooks.com/books/2264005430?_rdt_sid=category-books&_rdt_idx=19,https://img.ridicdn.net/cover/2264005430/xxlarge#1
657,핸디캡 이론,길안,현대물,3,TRUE,TRUE,65,749,TRUE,"'카리스마남', '애잔물', '몸정', '맘정', '소유욕', '독점욕', '질투', '운명적사랑', '오만남', '동정녀', '외유내강', '이야기중심'",그를 만난 건 뉴욕 맨해튼 106번가와 파크 애비뉴가 만나는 할렘 지역의 외벽 근처였다 맘에 드네 나도 제정신은 아니거든 희주의 시선을 붙잡으며 남자가 자신의 검정색 반팔 티셔츠를 벗어 던졌다 군살 없는 탄탄한 상체가 서서히 드러나며 근육들이 힘차게 꿈틀거렸다 너도 벗어 와인과 촛불 분위기를 돋울 잔잔한 음악 같은 걸 기대하진 않았다 그럼에도 성급하게 구는 그를 보면서는 조금 당황스러웠다 빤히 지켜보는 남자 앞에서 브래지어만 남기고 티셔츠와 블라우스를 차례로 벗었다 어떻게든 몸을 가려보려 애쓰는 사이 남자가 침대 밑에서 상자를 끄집어냈다 바닥에 끌리는 소리가 신경을 긁었다 꽤 무거운지 끌어내는 팔뚝 근육 위로 힘줄이 꿈틀거렸다 상자는 사람 하나는 너끈히 들어가고도 남을 만한 크기였다 다 들어가려면 반쯤은 접혀야겠지만 침대에 엎드려 갑자기 지레 겁이 났다 희주는 남자와 침대에 가려 반만 보이는 상자를 번갈아 가며 살폈다 시 싫어 난 가학적인 거 모 몹시 경멸해 할 거면 최소한 마주 보면서 하고 싶어 뱉어 놓고도 민망한 말이었지만 어쩔 수 없었다 상자에 든 물건이 뭔지만 알았어도 난 얼굴 보면서 하고 싶진 않은데 빤히 쳐다보면서 무슨 재미로 남자가 씩 웃는다,4.5,292,349,363,"'불온한 온도', '사랑이 아니기를', '고, 백(Go, Back)', '야수의 밤', '불온한 결속', '스르륵', '낙원', '이상 기후', '달뜨는 밤', '아만떼 (amante)', '심야 비서', '우아한 독종', '메이드 (house maid)', '가짜 남편', '투명한 비밀', '취향의 오류', '너밖에 모르는'",657,4.116684167,https://ridibooks.com/books/1239010176?_rdt_sid=category-books&_rdt_idx=0,https://img.ridicdn.net/cover/1239010176/xxlarge#1
658,이나의 밤,양말양,판타지물,4,TRUE,TRUE,86,1068,TRUE,,황궁의 침방 시녀 이나의 낮은 평온했다 무탈하고 무난하게 살자 는 신조대로 따박따박 월급이나 받으면서 편하게 살려고 했건만 어젯밤 무언가 일이 벌어졌다 대체 그 생생한 4D 야동은 뭐였지 어젯밤 단단한 근육질의 팔이 이나를 품 안에 뜨겁게 가두었다 날카로운 쾌락에 반응한 이나는 저도 모르게 엉덩이를 흔들었다 꿈이었나 그런데 몸에 난 이 울긋불긋한 흔적은 뭘까 후보는 다섯 대체 누구랑 잔 거지 다 당신이었군요 뭐가 말이지 그 그날 저 저랑 잔 사람요 역시 너군 그가 날카롭게 웃었다 왜 또 온 거예요 널 안으려고 네 그 밤 다섯 남자와 한 여자를 둘러싼 그 밤의 비밀 이나의 밤,3.8,97,374,176,"'속박은 짙게', '터치 미 리드 미', '헤이망드의 핏줄', '사랑하는 나의 대공전하', '벨 브론즈', '돌아올 수 없는', '공작님, 파혼해 주세요!', '별나게 묘하게', '내 밑에서 울어봐, 주인님', '총독의 신부', '너와 나의 숨결 사이', '벗어나기 애매한', '나랑 한번만 해요, 그거', '죽도록 너를', '목줄의 주인은 바뀌었다'",658,3.781262376,https://ridibooks.com/books/793011725?_rdt_sid=category-books&_rdt_idx=1,https://img.ridicdn.net/cover/793011725/xxlarge#1
659,沙風(사풍),5月돼지,판타지물,5,TRUE,TRUE,111,1399,TRUE,"'가상시대물', '동양풍', '순정남', '동정남', '카리스마남', '왕족', '귀족', '초능력', '권선징악', '신분차이', '냉정남', '무심남', '능력녀', '직진녀', '다정녀', '동정녀', '추리', '미스터리', '스릴러', '이야기중심'",태초의 신께서 만드신 금수의 왕 그리고 왕의 기운을 가장 강하게 이어받은 다섯 나라 불 물 바람 흙의 기운을 가진 나라들을 지배하는 대신국은 신의 언어를 사용하고 신탁을 받드는 대륙의 주인이다 그런 대신국의 신력 없는 신딸 하야 그리고 죽음의 바람 사풍 사풍 나의 사풍 어머니가 불렀던 마지막 이름 사풍 그리고 그 이름을 다시 불러 준 여인 하야 너를 위해서 나는 한 마리의 금수가 되어도 좋다,4.4,317,348,581,"'운상연담: 화불능귀일락', '비터 로즈', '이나의 밤', '꽃의 짐승', '보호자의 역할', '호희비사', '썸머 로드', '세크레타', '여섯 번째 별', '별나게 묘하게', '총독의 신부', '터치 미 리드 미', '또다시 너를', '폭발적인 사랑', '원작은 내 이야기가 아니었다', '죽도록 너를', '귀혼', '벨 브론즈', '나의 신에게', '나의 특별한 호위무사'",659,4.14250856,https://ridibooks.com/books/1239007731?_rdt_sid=category-books&_rdt_idx=2,https://img.ridicdn.net/cover/1239007731/xxlarge#1
660,[GL] 랩소디 인 파리,SIRIUS,현대물,4,TRUE,FALSE,41,147,TRUE,"'백합', 'GL', '동거', '성장물', '하드코어', '고수위'",국제 쇼팽 콩쿠르 우승 월드 투어 전석 매진 촉망받던 신예 피아니스트였으나 길을 잃어버린 천재 최보람 십 년 전의 사고 부서져버린 왼손 파리 국립 음악원 교수로 돌아왔으나 길이 부서져 버린 천재 지젤 르블랑 운도 실력이라는 말을 당신 스스로 증명해야 해 무너진 두 사람은 서로 상처 주면서도 지독하게 빠져드는 마음을 감출 수 없다 내가 뱉은 말 증명해 줄게 반드시 피아노를 두려워하던 천재 피아니스트의 성장이야기,4.8,7,7,46,"'GL 디어 디어 (Dear deer)', 'GL 흡혈귀는 장미이슬을 탐한다', 'GL 어스퀘이크 (Earthquake)', 'GL 리바이어던', 'GL 내가 잠든 사이', 'GL 상드리용의 덫', 'GL 존잘님을 납치했다', 'GL 우리가 마주한 순간', 'GL 봄바람', 'GL 유월의 봄', 'GL 잠 못 드는 밤에', 'GL 페이드인', 'GL 찬란하게 가두다', 'GL 반대가 끌리는 이유'",660,3.877856852,https://ridibooks.com/books/2155010759?_rdt_sid=category-books&_rdt_idx=3,https://img.ridicdn.net/cover/2155010759/xxlarge#1
661,이상 기후,이다림,현대물,3,TRUE,TRUE,62,725,TRUE,"'재회물', '상처남', '후회남', '계략남', '상처녀', '능글남', '잔잔물', '애잔물', '비밀연애', '신분차이', '소유욕', '독점욕', '질투', '재벌녀'",꿈꿀 기회 사랑할 자유를 박탈당한 채 집안의 소모품으로 자란 여자 윤설주 나 결혼할 사람 있어 너한테 미안할 일 안 하고 싶어 정략결혼을 3개월 앞둔 그녀의 앞에 웬 근사한 남자가 나타나 눈웃음을 흘린다 출생일 불명의 고아로 뒷골목에서 구걸과 도둑질로 연명하며 자란 남자 선우원 남자한테 첫사랑은 죽을 때까지 평생 못 잊는 그런 거래 이름과 나이를 속이고 의도적으로 여자에게 접근한 그의 목적은 그녀의 파혼 하지만 그때 직감했어야 했다 좀처럼 만만한 여자가 아니라는 걸 아무것도 잃지 않고 상대의 전부를 얻을 수 있었던 이전과는 다를 거라는 걸 바래다만 줄게 방금 내 말 못 들었어 불편 닥치고 조용히 운전만 할게 쳐다보지도 말라고 하면 그것도 그렇게 할게 바래다주기만 할게 정말 아무 것도 안 하고 바래다주는 것만 이를 악문 듯 뭉개진 단어들이 몇 번이나 반복되었다 힘을 잔뜩 준 눈이 꼭 노려보는 것 같다 이혼 후 한국으로 돌아와 그와 마주하게 된 건 7년 만이었다,4.4,31,38,101,"'안녕, 내 똥강아지', '사랑이 아니기를', '고, 백(Go, Back)', '완전한 행복', '귀혼', '불온한 결속', '스르륵', '또다시 너를', '라르고', '썸머 로드', '심야 비서', '세크레타', '메이드 (house maid)', '너와 나의 숨결 사이', '나의 신에게', '옆집에는 호랑이가 산다', '투명한 비밀', '금요일의 시간 여행자'",661,3.898247906,https://ridibooks.com/books/2093024011?_rdt_sid=category-books&_rdt_idx=4,https://img.ridicdn.net/cover/2093024011/xxlarge#1
662,이엘라,노엘,판타지물,5,TRUE,TRUE,188,1408,TRUE,"'궁정로맨스', '가상시대물', '서양풍', '순정남', '동정남', '계략남', '왕족', '귀족', '역하렘', '비밀연애', '소유욕', '독점욕', '질투', '금단의관계', '직진녀', '동정녀', '무심녀'",어머니가 국왕의 후궁으로 들어가면서 공주가 된 이엘라 그리고 그녀의 곁을 맴도는 세 남자 국왕의 적자인 로드문드 의붓 남동생 안트완 그리고 대공의 아들인 레니아 방관자가 되어 살아가던 이엘라는 어머니와 국왕의 대립이 격렬해지면서 선택의 기로에 놓이게 되는데 널 가지려면 어떻게 해야 할까 원하는 걸 말해줘 뭐든 할테니까 담담한 목소리로 전하는 뜨거운 고백에 이엘라는 아무런 대답도 할 수가 없었다 눈을 내리깔아 시선을 피하고 애꿎은 입술만 잘근거리는데 다정한 손이 발갛게 부푼 입술을 달래듯이 문질렀다 다정한 손길과 달리 눈에는 명백한 뜻이 넘실거렸다 수많은 갈등이 열렬한 시선 앞에서 잿더미가 되었다 살면서 이토록 뜨거운 감정을 받아본적이 있었던가 이엘라는 외줄을 타는 심정으로 결국 눈을 감았다 입술이 삼켜졌다,4.1,512,537,792,"'진홍의 왕, 칠흑의 세계', '보호자의 역할', '비터 로즈', '붉은 낙인', '속박은 짙게', '귀부인과 두 남자', '발칙한 제안', '헤이망드의 핏줄', '사랑하는 나의 대공전하', '벨 브론즈', '유혹의 늪', '원수와의 계약 결혼', '이나의 밤'",662,3.98940137,https://ridibooks.com/books/3049001418?_rdt_sid=category-books&_rdt_idx=5,https://img.ridicdn.net/cover/3049001418/xxlarge#1
663,더티스캔들,진소예,현대물,3,TRUE,TRUE,66,1927,TRUE,"'연예인', '나쁜남자', '후회남', '재벌남', '잔잔물', '무심녀', '피폐물', '이야기중심', '고수위'",제가 아버지께 팔아넘기려 했던 여자에게 가눌 수 없이 흔들리기 시작했다 꿈에선 묶일 수 있을 것도 같은데 자국을 내도 좋고 함부로 대해도 돼요 언니가 그러더라고요 미친놈한텐 미친놈이 답이라고 내가 아는 미친놈 중에 그쪽보다 더한 놈은 없어서 붉은빛이 스민 재현의 눈동자가 가늘게 접힌 눈꺼풀 사이로 숨어든다 묶어도 좋아요 얼마든지 내리 깔려있던 그녀의 긴 속눈썹이 들린다 젖어버린 눈동자가 그의 시선을 사로잡았다 여자는 분명 깨어있었다 잠에 취한 척하는 것일 뿐 그 모습은 밤새 영상 속에서 자신을 괴롭혔던 것과 닮아있었다 재현이 굳어있는 사이 그녀는 움켜쥔 그의 손을 블랭킷 안으로 이끌었다 그러곤 얇은 슬리브리스 잠옷 위를 쓸어내리는가 싶더니 몸을 웅크리며 팬티 속으로 밀어 넣었다 차가운 가죽이 체온에 비벼져 금세 축축해지기 시작한다 비이성적 상황 어금니를 눌러 문 재현은 반대쪽 손으로 그녀의 턱을 잡았다 단 한 번도 느껴본 적 없던 충동 입속 점막의 뜨거움을 만끽하고자 하는 갈망이 그를 움직였다 벌려 본문 中,4.5,574,635,875,"'결혼을 앓다', '직장내 불순교제', '둘이 하는 나쁜 짓', '가짜 남편', '탐낼 수 없는', '불온한 결속', '순수하지 않은 감각', '짐승 계약', '롤 더 본즈(Roll the Bones)', '사육제', '우아한 독종', '파보르 (favor)', '싫으니까 더', '투명한 비밀'",663,4.2700105,https://ridibooks.com/books/2369004388?_rdt_sid=category-books&_rdt_idx=6,https://img.ridicdn.net/cover/2369004388/xxlarge#1
664,투명한 비밀,요안나(유아나),현대물,3,TRUE,TRUE,62,1117,TRUE,"'까칠남', '동정남', '다정남', '절륜남', '외국인', '혼혈', '전문직', '신분차이', '소유욕', '독점욕', '질투', '운명적사랑', '능력남', '능력녀', '동정녀', '외유내강', '이야기중심', '츤데레남'",가장 은밀한 곳을 내어 주고 깊은 곳까지 맞닿아 세상 무엇보다 그와 가까워지고 싶은 갈망이 짙어진 순간 그거 알아 너한테선 사람을 미치게 하는 냄새가 나 그의 검은 눈동자에 두려움이 경련하듯 비쳤다 순간적인 충동이나 욕구 때문에 이러는 거 아니야 열기가 부서져 내리는 탁한 목소리에는 허기가 역력했다 감정은 의식하지 못한 순간 범람해서 투명하게 감각을 옥죈다 서로를 향한 짙은 감정이 생명력을 얻는 데 걸린 시간은 지나치게 짧았다 기나긴 세월을 축적해 온 관계에서 비롯된 욕구가 아니라는 사실이 곡해될까 봐 두려운 거다 나도 그런 거 아니에요 삽시간에 비정상적으로 쏠린 마음을 어루만지듯 그의 뺨에 가만히 손을 대었다 매끄러운 살갗에 닿은 손끝이 파르르 떨렸다 두려운가 두려웠었다 그가 기만하는 것은 아닐까 저어되기도 했었다 하지만 그의 단단한 품에서 느껴지는 안온함에 속절없이 무너져 내렸다 이제껏 느껴 보지 못했던 안정감이 한없이 이어지기만을 바랐다 그런데 고요한 그의 눈길을 피하게 될 거라고는 꿈에도 생각지 못했다 처절한 죗값을 미리 치렀으니 한 번만 더 그의 품에서 무너지게 해 달라고 간절하게 빌게 될 줄은 미처 알지 못했다,4.5,274,318,438,"'사랑이 아니기를', '고, 백(Go, Back)', '가짜 남편', '불온한 온도', '인 더 케이지(In the CAGE)', '스르륵', '달뜨는 밤', '이상 기후', '심야 비서', '짐승 계약', '롤 더 본즈(Roll the Bones)', '파보르 (favor)', '더티스캔들', '위험한', '싫으니까 더', '취향의 오류', '핸디캡 이론'",664,4.150786999,https://ridibooks.com/books/2264007328?_rdt_sid=category-books&_rdt_idx=7,https://img.ridicdn.net/cover/2264007328/xxlarge#1
665,아만떼 (amante),완전천재,현대물,3,TRUE,TRUE,75,748,TRUE,"'나이차커플', '상처녀', '카리스마남', '달달물', '전문직', '뇌섹남', '직진남', '오만남', '능력녀', '철벽녀'",유명 사진작가 윤서하는 쿠바에 로케를 떠났다가 남자 모델이 펑크를 내 곤란에 처한다 그때 사진작가의 감으로 한 일반인을 캐스팅하게 되어 무사히 촬영을 마친다 그는 비밀에 싸인 천재 프로듀서 JJ 미국 이름 에릭 영감을 위해 쿠바에 왔다가 서하를 만나게 된다 서로의 호감이 발전해 하룻밤을 보내고 둘을 일단 헤어지게 된다 그가 JJ임을 안 브랜드 회사에서 그에게 제안을 한다 홍보에 협조는 물론 앞으로 1년간 마르체티의 모델로 활동해 달라는 그는 사진작가를 무조건 윤서하가 맡아야 한다는 조건을 단다 한국으로 돌아온 서하에게 마르체티는 향후 1년간의 전속 작가를 제안한다 다시 만난 서하와 에릭의 폭풍 같은 로맨스,4.3,641,749,713,"'불온한 온도', '고, 백(Go, Back)', '야수의 밤', '가짜 남편', '입술 끝이 닿으면', '불온한 결속', '달뜨는 밤', '인 더 케이지(In the CAGE)', '우아한 독종', '낯선여름', '투명한 비밀', '취향의 오류', '너밖에 모르는', '핸디캡 이론'",665,4.109135456,https://ridibooks.com/books/3864000964?_rdt_sid=category-books&_rdt_idx=8,https://img.ridicdn.net/cover/3864000964/xxlarge#1
666,"공작님, 파혼해 주세요!",펜화,판타지물,3,TRUE,TRUE,122,791,TRUE,"'궁정로맨스', '가상시대물', '서양풍', '나이차커플', '복수', '삼각관계', '시월드', '나쁜남자', '후회남', '연하남', '절륜남', '초능력', '차원이동', '영혼체인지', '빙의', '권선징악', '계약연애', '결혼', '선결혼후연애', '몸정', '맘정', '소유욕', '독점욕', '질투', '여공남수', '집착남', '사이다녀', '무심녀', '도도녀', '성장물'",이세계 빙의 인생2회차 시월드탈출 파혼요망 무심여주 예언가여주 연상조신남 연하후회남 여주의선택은 교통사고로 사망한 직후 다른 세계의 로라 라는 인물에 빙의한 세영 세영이 빙의하기 전 로라는 5살 연하이자 공작가의 후계자인 약혼남 안토니보다 조건이 좋지 않다는 이유만으로 시댁 식구들에게 눈물 나는 시집살이를 당하며 살고 있었다 로라로 새 인생을 살게 된 세영은 빙의로 얻은 예언 능력으로 이제까지의 궁상맞은 삶을 바꾸고자 한다 새 인생 시작의 첫 단추는 지긋지긋한 시월드 탈출 로라는 안토니에게 파혼을 선언한다 그리고 황궁으로 넘어가 예언 능력을 이용해 황제의 신임을 얻어 백작 작위를 수여받고 마침내 황제와 결혼 이야기가 오갈 정도로 사이가 발전하게 된다 하지만 내내 자신을 미워하는 줄로만 알았던 안토니가 자꾸만 과거를 후회하고 뉘우치는 모습을 보이자 로라는 자꾸만 마음이 약해지는데 과연 로라는 누구를 선택할까 표지 ,2.5,77,95,187,"'야수라는 공작에게 시집왔는데', '완전한 행복', '속박은 짙게', '악역을 구하고 떠나려 합니다', '헤이망드의 핏줄', '터치 미 리드 미', '사랑하는 나의 대공전하', '돌아올 수 없는', '이나의 밤', '너와 나의 숨결 사이', '총독의 신부', '나랑 한번만 해요, 그거', '죽도록 너를', '목줄의 주인은 바뀌었다'",666,3.370968649,https://ridibooks.com/books/845013997?_rdt_sid=category-books&_rdt_idx=9,https://img.ridicdn.net/cover/845013997/xxlarge#1
667,꽃의 여왕,흰설탕,판타지물,5,TRUE,FALSE,133,1098,TRUE,"'가상시대물', '서양풍', '초월적존재', '순정남', '동정남', '다정남', '순진녀', '왕족', '귀족', '영혼체인지', '빙의', '역하렘', '몸정', '맘정', '능력남', '유혹남', '고수위'",아직 어린 정령 여왕 플로라 그녀가 성장하기 위해서는 정기가 필요하다 그 때문에 다른 생물체의 몸을 빌리는 체인질링 을 통해 정기를 줄 여러 노예들을 찾아야 한다 그녀가 체인질링을 위해 선택한 것은 이미 사망한 귀족 아가씨 세이시아 그리고 여러 명의 남자를 만나는데 그는 평소 보이던 모습과 어울리지 않게 무척이나 자극적인 미소를 지으며 자기 심장을 가리켰다 여기 충분한 마력과 절대로 고갈되지 않는 정력이 있잖아 이 정도면 정령 여왕의 한 끼 식사 분량으로 충분하지 않아 아니면 간식 어느 쪽이든 난 상관없어 마음에 들지 않으시면 지금 벗을까요 그는 눈을 가늘게 휘며 습기로 질감이 축축해진 셔츠 자락을 들어보였다 제가 나체인 편이 더 좋나요 응 그대가 원한다면 내 처음도 기꺼이 바칠 수 있어 그럼 줘 나는 안타깝게 그의 얼굴을 바라보며 말했다 그대가 받겠다고 한 거야 후회하지 마 나는 그를 시식하는 데 정신이 팔려 얼굴은 쳐다보지도 않았다 저를 드실 건가요 응 그는 내 손길에 조금도 반항하지 않고 있었다 그가 덥석 내 손목을 붙잡았다 애인이 아니라면 이곳만의 상대라도 저는 괜찮습니다 가끔 여기에 오실 때마다 저와 상대해 주세요 미혼 남성의 몸에 손을 대면 책임져야 합니다 어떻게 책임져야 하는데 무엇을 원하는지 그의 입에서 듣고 싶었다 나는 구체적인 대답을 요구했다 그의 우아한 이마와 뺨에 붉게 열이 올랐다,3.7,40,121,95,"'그 책은 18세 미만 구독 불가였습니다', '버려진 성녀와 마족 노예', '황제 폐하 교육은 어떻게 하나요?', '애딕트(addict)', '프로파일러Ⅱ : 에페타(?feta)', '원수와의 이혼까지 D-365', '현자를 위한 네 심장', '너를 먹고 싶어', '금은의 왕관', '사야나의 왕녀', '평화와 함께', '강남 황녀', '하늘에 영광', '가짜 성녀 (무삭제판)', '일족의 신부', '금수들의 여왕'",667,3.75922688,https://ridibooks.com/books/1023003463?_rdt_sid=category-books&_rdt_idx=10,https://img.ridicdn.net/cover/1023003463/xxlarge#1
